,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
31320,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1989,Percentage,Units,1.4450530000000001
31321,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1990,Percentage,Units,1.162943
31322,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1991,Percentage,Units,-0.32984
31323,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1992,Percentage,Units,-1.388405
31324,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1993,Percentage,Units,-2.867445
31325,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1994,Percentage,Units,-3.4116699999999995
31326,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1995,Percentage,Units,-4.2165870000000005
31327,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1996,Percentage,Units,-3.5443949999999997
31328,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1997,Percentage,Units,-3.84323
31329,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1998,Percentage,Units,-3.694954
31330,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,1999,Percentage,Units,-2.632838
31331,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2000,Percentage,Units,-1.820401
31332,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2001,Percentage,Units,-0.5143840000000001
31333,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2002,Percentage,Units,1.7761509999999998
31334,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2003,Percentage,Units,3.604271
31335,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2004,Percentage,Units,4.618868
31336,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2005,Percentage,Units,4.184489
31337,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2006,Percentage,Units,3.84784
31338,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2007,Percentage,Units,5.362519
31339,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2008,Percentage,Units,7.804454
31340,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2009,Percentage,Units,10.060805
31341,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2010,Percentage,Units,11.922967
31342,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2011,Percentage,Units,11.613647
31343,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2012,Percentage,Units,10.805228
31344,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2013,Percentage,Units,9.936013
31345,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2014,Percentage,Units,7.782487
31346,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2015,Percentage,Units,6.50933
31347,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2016,Percentage,Units,5.333723
31348,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2017,Percentage,Units,4.6890730000000005
31349,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2018,Percentage,Units,4.170468
31350,CAN,Canada,Gap in labour utilisation with respect to the USA,Gap in % points,2019,Percentage,Units,3.41024
31412,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1981,Percentage,Units,34.628156
31413,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1982,Percentage,Units,38.001047
31414,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1983,Percentage,Units,37.339786
31415,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1984,Percentage,Units,32.310714000000004
31416,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1985,Percentage,Units,29.478981
31417,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1986,Percentage,Units,29.399746999999998
31418,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1987,Percentage,Units,26.951216
31419,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1988,Percentage,Units,25.082056
31420,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1989,Percentage,Units,22.907957
31421,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1990,Percentage,Units,23.371745
31422,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1991,Percentage,Units,26.772327
31423,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1992,Percentage,Units,27.187076
31424,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1993,Percentage,Units,22.131681
31425,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1994,Percentage,Units,19.363758999999998
31426,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1995,Percentage,Units,17.119158
31427,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1996,Percentage,Units,17.380225
31428,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1997,Percentage,Units,14.281548
31429,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1998,Percentage,Units,10.179366
31430,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,1999,Percentage,Units,5.944496
31431,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2000,Percentage,Units,5.404591
31432,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2001,Percentage,Units,6.4124989999999995
31433,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2002,Percentage,Units,6.417934
31434,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2003,Percentage,Units,7.561803
31435,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2004,Percentage,Units,7.054594
31436,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2005,Percentage,Units,6.711178
31437,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2006,Percentage,Units,7.015559
31438,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2007,Percentage,Units,8.195584
31439,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2008,Percentage,Units,9.391853
31440,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2009,Percentage,Units,11.846552
31441,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2010,Percentage,Units,13.700531
31442,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2011,Percentage,Units,12.616769
31443,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2012,Percentage,Units,12.170878
31444,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2013,Percentage,Units,11.493912
31445,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2014,Percentage,Units,10.538029
31446,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2015,Percentage,Units,9.009917
31447,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2016,Percentage,Units,9.161166
31448,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2017,Percentage,Units,9.392516
31449,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2018,Percentage,Units,8.274623
31450,JPN,Japan,Gap in labour utilisation with respect to the USA,Gap in % points,2019,Percentage,Units,6.72162
31942,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,1997,Percentage,Units,-94.434197
31943,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,1998,Percentage,Units,-94.38616
31944,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,1999,Percentage,Units,-94.234696
31945,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2000,Percentage,Units,-94.18136700000001
31946,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2001,Percentage,Units,-94.038933
31947,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2002,Percentage,Units,-93.952329
31948,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2003,Percentage,Units,-93.76371400000001
31949,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2004,Percentage,Units,-93.58850799999999
31950,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2005,Percentage,Units,-93.35339
31951,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2006,Percentage,Units,-93.12948399999999
31952,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2007,Percentage,Units,-92.69080600000001
31953,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2008,Percentage,Units,-92.27741999999999
31954,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2009,Percentage,Units,-91.914126
31955,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2010,Percentage,Units,-91.42249
31956,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2011,Percentage,Units,-90.935674
31957,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2012,Percentage,Units,-90.631639
31958,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2013,Percentage,Units,-90.530163
31959,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2014,Percentage,Units,-90.467145
31960,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2015,Percentage,Units,-90.44942900000001
31961,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2016,Percentage,Units,-90.013725
31962,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2017,Percentage,Units,-89.786118
31963,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2018,Percentage,Units,-89.3811
31964,IND,India,Gap in GDP per capita with respect to the USA,Gap in % points,2019,Percentage,Units,-89.16379
32076,JPN,Japan,Average hours worked per person employed,Persons/Hours,1981,Hours,Units,2106.0
32077,JPN,Japan,Average hours worked per person employed,Persons/Hours,1982,Hours,Units,2104.0
32078,JPN,Japan,Average hours worked per person employed,Persons/Hours,1983,Hours,Units,2095.0
32079,JPN,Japan,Average hours worked per person employed,Persons/Hours,1984,Hours,Units,2108.0
32080,JPN,Japan,Average hours worked per person employed,Persons/Hours,1985,Hours,Units,2093.0
32081,JPN,Japan,Average hours worked per person employed,Persons/Hours,1986,Hours,Units,2097.0
32082,JPN,Japan,Average hours worked per person employed,Persons/Hours,1987,Hours,Units,2096.0
32083,JPN,Japan,Average hours worked per person employed,Persons/Hours,1988,Hours,Units,2092.0
32084,JPN,Japan,Average hours worked per person employed,Persons/Hours,1989,Hours,Units,2070.0
32085,JPN,Japan,Average hours worked per person employed,Persons/Hours,1990,Hours,Units,2031.0
32086,JPN,Japan,Average hours worked per person employed,Persons/Hours,1991,Hours,Units,1998.0
32087,JPN,Japan,Average hours worked per person employed,Persons/Hours,1992,Hours,Units,1965.0
32088,JPN,Japan,Average hours worked per person employed,Persons/Hours,1993,Hours,Units,1905.0
32089,JPN,Japan,Average hours worked per person employed,Persons/Hours,1994,Hours,Units,1898.0
32090,JPN,Japan,Average hours worked per person employed,Persons/Hours,1995,Hours,Units,1884.0
32091,JPN,Japan,Average hours worked per person employed,Persons/Hours,1996,Hours,Units,1892.0
32092,JPN,Japan,Average hours worked per person employed,Persons/Hours,1997,Hours,Units,1865.0
32093,JPN,Japan,Average hours worked per person employed,Persons/Hours,1998,Hours,Units,1842.0
32094,JPN,Japan,Average hours worked per person employed,Persons/Hours,1999,Hours,Units,1810.0
32095,JPN,Japan,Average hours worked per person employed,Persons/Hours,2000,Hours,Units,1821.0
32096,JPN,Japan,Average hours worked per person employed,Persons/Hours,2001,Hours,Units,1809.0
32097,JPN,Japan,Average hours worked per person employed,Persons/Hours,2002,Hours,Units,1798.0
32098,JPN,Japan,Average hours worked per person employed,Persons/Hours,2003,Hours,Units,1799.0
32099,JPN,Japan,Average hours worked per person employed,Persons/Hours,2004,Hours,Units,1787.0
32100,JPN,Japan,Average hours worked per person employed,Persons/Hours,2005,Hours,Units,1775.0
32101,JPN,Japan,Average hours worked per person employed,Persons/Hours,2006,Hours,Units,1784.0
32102,JPN,Japan,Average hours worked per person employed,Persons/Hours,2007,Hours,Units,1785.0
32103,JPN,Japan,Average hours worked per person employed,Persons/Hours,2008,Hours,Units,1771.0
32104,JPN,Japan,Average hours worked per person employed,Persons/Hours,2009,Hours,Units,1714.0
32105,JPN,Japan,Average hours worked per person employed,Persons/Hours,2010,Hours,Units,1733.0
32106,JPN,Japan,Average hours worked per person employed,Persons/Hours,2011,Hours,Units,1728.0
32107,JPN,Japan,Average hours worked per person employed,Persons/Hours,2012,Hours,Units,1745.0
32108,JPN,Japan,Average hours worked per person employed,Persons/Hours,2013,Hours,Units,1734.0
32109,JPN,Japan,Average hours worked per person employed,Persons/Hours,2014,Hours,Units,1729.0
32110,JPN,Japan,Average hours worked per person employed,Persons/Hours,2015,Hours,Units,1719.0
32111,JPN,Japan,Average hours worked per person employed,Persons/Hours,2016,Hours,Units,1714.0
32112,JPN,Japan,Average hours worked per person employed,Persons/Hours,2017,Hours,Units,1709.0
32113,JPN,Japan,Average hours worked per person employed,Persons/Hours,2018,Hours,Units,1680.0
32114,JPN,Japan,Average hours worked per person employed,Persons/Hours,2019,Hours,Units,1644.0
32767,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1981,Persons,Thousands,11489.194876000001
32768,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1982,Persons,Thousands,11110.405448
32769,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1983,Persons,Thousands,11202.17996
32770,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1984,Persons,Thousands,11484.278788
32771,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1985,Persons,Thousands,11885.667402
32772,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1986,Persons,Thousands,12228.638343
32773,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1987,Persons,Thousands,12599.203434000001
32774,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1988,Persons,Thousands,13021.758665000001
32775,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1989,Persons,Thousands,13334.261319
32776,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1990,Persons,Thousands,13410.492038
32777,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1991,Persons,Thousands,13179.627622
32778,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1992,Persons,Thousands,13050.58652
32779,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1993,Persons,Thousands,13156.75541
32780,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1994,Persons,Thousands,13413.357548
32781,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1995,Persons,Thousands,13626.075633000002
32782,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1996,Persons,Thousands,13766.673690000001
32783,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1997,Persons,Thousands,14039.44
32784,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1998,Persons,Thousands,14353.405
32785,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,1999,Persons,Thousands,14729.045
32786,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2000,Persons,Thousands,15068.085
32787,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2001,Persons,Thousands,15207.665
32788,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2002,Persons,Thousands,15580.815
32789,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2003,Persons,Thousands,15917.895
32790,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2004,Persons,Thousands,16179.2
32791,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2005,Persons,Thousands,16427.045
32792,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2006,Persons,Thousands,16686.93
32793,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2007,Persons,Thousands,17038.855
32794,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2008,Persons,Thousands,17284.825
32795,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2009,Persons,Thousands,16986.905
32796,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2010,Persons,Thousands,17299.985
32797,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2011,Persons,Thousands,17572.655
32798,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2012,Persons,Thousands,17759.995
32799,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2013,Persons,Thousands,17994.075
32800,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2014,Persons,Thousands,18092.385
32801,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2015,Persons,Thousands,18249.525
32802,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2016,Persons,Thousands,18436.475
32803,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2017,Persons,Thousands,18789.14
32804,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2018,Persons,Thousands,19036.405
32805,CAN,Canada,Total employment (number of persons employed); thousands,Persons/Hours,2019,Persons,Thousands,19442.005
32817,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1981,Percentage,Units,-46.918252
32818,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1982,Percentage,Units,-45.377244
32819,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1983,Percentage,Units,-45.546761
32820,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1984,Percentage,Units,-44.789132
32821,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1985,Percentage,Units,-42.849776
32822,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1986,Percentage,Units,-42.658175
32823,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1987,Percentage,Units,-40.58591
32824,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1988,Percentage,Units,-37.881037
32825,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1989,Percentage,Units,-35.693503
32826,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1990,Percentage,Units,-33.518811
32827,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1991,Percentage,Units,-32.389938
32828,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1992,Percentage,Units,-33.721891
32829,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1993,Percentage,Units,-32.502596999999994
32830,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1994,Percentage,Units,-32.231992
32831,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1995,Percentage,Units,-30.250885999999998
32832,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1996,Percentage,Units,-30.199284000000002
32833,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1997,Percentage,Units,-29.953371999999998
32834,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1998,Percentage,Units,-30.627437
32835,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,1999,Percentage,Units,-30.642665
32836,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2000,Percentage,Units,-29.857504
32837,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2001,Percentage,Units,-30.402844
32838,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2002,Percentage,Units,-30.301668
32839,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2003,Percentage,Units,-31.748441999999997
32840,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2004,Percentage,Units,-31.919203000000003
32841,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2005,Percentage,Units,-32.620867
32842,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2006,Percentage,Units,-33.107884999999996
32843,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2007,Percentage,Units,-33.419721
32844,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2008,Percentage,Units,-34.144527000000004
32845,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2009,Percentage,Units,-36.877603
32846,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2010,Percentage,Units,-36.404263
32847,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2011,Percentage,Units,-36.224033
32848,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2012,Percentage,Units,-35.631741
32849,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2013,Percentage,Units,-34.043993
32850,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2014,Percentage,Units,-35.541176
32851,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2015,Percentage,Units,-34.756582
32852,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2016,Percentage,Units,-36.813379
32853,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2017,Percentage,Units,-37.768190999999995
32854,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2018,Percentage,Units,-39.31217
32855,JPN,Japan,Gap in GDP per hour worked with respect to the USA,Gap in % points,2019,Percentage,Units,-37.748523999999996
33206,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1981,Percentage,Units,-33.777573
33207,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1982,Percentage,Units,-30.462336999999998
33208,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1983,Percentage,Units,-30.102971000000004
33209,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1984,Percentage,Units,-32.860658
33210,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1985,Percentage,Units,-32.417685999999996
33211,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1986,Percentage,Units,-32.169077
33212,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1987,Percentage,Units,-30.489544
33213,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1988,Percentage,Units,-28.930131
33214,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1989,Percentage,Units,-29.219726
33215,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1990,Percentage,Units,-29.424972999999998
33216,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1991,Percentage,Units,-29.429448999999998
33217,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1992,Percentage,Units,-30.838119
33218,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1993,Percentage,Units,-30.244336999999998
33219,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1994,Percentage,Units,-29.665204
33220,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1995,Percentage,Units,-28.413836
33221,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1996,Percentage,Units,-27.027444
33222,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1997,Percentage,Units,-26.735993
33223,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1998,Percentage,Units,-27.897565999999998
33224,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,1999,Percentage,Units,-29.198885999999998
33225,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2000,Percentage,Units,-27.22036
33226,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2001,Percentage,Units,-25.246935999999998
33227,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2002,Percentage,Units,-23.645174
33228,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2003,Percentage,Units,-23.30846
33229,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2004,Percentage,Units,-23.356645999999998
33230,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2005,Percentage,Units,-26.014104999999997
33231,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2006,Percentage,Units,-24.9995
33232,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2007,Percentage,Units,-25.862092999999998
33233,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2008,Percentage,Units,-24.169566
33234,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2009,Percentage,Units,-25.448708
33235,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2010,Percentage,Units,-24.65316
33236,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2011,Percentage,Units,-25.409273000000002
33237,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2012,Percentage,Units,-25.696582
33238,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2013,Percentage,Units,-24.697157
33239,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2014,Percentage,Units,-24.913418
33240,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2015,Percentage,Units,-25.046338000000002
33241,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2016,Percentage,Units,-23.899507
33242,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2017,Percentage,Units,-23.533045
33243,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2018,Percentage,Units,-25.466621
33244,GBR,United Kingdom,Gap in GDP per capita with respect to the USA,Gap in % points,2019,Percentage,Units,-25.202848
33256,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1981,Persons,Thousands,3362.622461
33257,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1982,Persons,Thousands,3379.486167
33258,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1983,Persons,Thousands,3379.486167
33259,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1984,Persons,Thousands,3412.435252
33260,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1985,Persons,Thousands,3480.9278270000004
33261,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1986,Persons,Thousands,3560.057515
33262,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1987,Persons,Thousands,3647.748772
33263,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1988,Persons,Thousands,3742.704392
33264,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1989,Persons,Thousands,3843.367732
33265,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1990,Persons,Thousands,3965.045836
33266,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1991,Persons,Thousands,4037.4623810000003
33267,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1992,Persons,Thousands,3978.437671
33268,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1993,Persons,Thousands,3945.842943
33269,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1994,Persons,Thousands,3918.42792
33270,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1995,Persons,Thousands,3915.5841520000004
33271,CHE,Switzerland,Total employment (number of persons employed); thousands,Persons/Hours,1996,Persons,Thousands,3904.657792
